branch	metric	n	remission	nonremission	mean_remission	mean_nonremission	estimate	se	lower	upper	p_OLS	se_HC3	lower_HC3	upper_HC3	p_HC3	p_exact_permutation	df	permutation_assignments	BH_two_main
author_annotated::author_both::threshold10	delta_ct_state_score	16	4	12	2.1537879034295395	-0.0521174566109622	2.205905360040502	1.144401231058306	-0.24859116597009967	4.660401886051103	0.07444730001826816	0.9520144126080199	0.16403752117293324	4.247773198908071	0.03615811481619686	0.07802197802197802	14	1820	
author_annotated::author_both::threshold10	delta_epi_score	17	4	13	1.4290269181538298	-0.1243449923586354	1.5533719105124653	0.951687588170379	-0.4751021668081683	3.581845987833099	0.12344216493247884	0.6344901174284221	0.2009882380574861	2.905755582967444	0.027136041140338244	0.12563025210084033	15	2380	
author_annotated::author_both::threshold10	composition_contribution	16	4	12	-0.08131191282655553	0.10737024825732144	-0.18868216108387698	0.24643319165960506	-0.7172287900164946	0.33986446784874075	0.4565981925894913	0.20794837264835303	-0.6346870625142353	0.2573227403464814	0.37957438512759833	0.45384615384615384	14	1820	
author_annotated::author_both::threshold10	within_state_contribution	16	4	12	0.5992140643958332	-0.038799527048639496	0.6380135914444728	0.6650999059158542	-0.7884838328992351	2.0645110157881805	0.3536951842597835	0.5754696215905791	-0.5962459922440974	1.872273175133043	0.2862498520149592	0.3510989010989011	14	1820	
author_annotated::author_both::threshold10	total_epi_linear_change	16	4	12	0.5179021515692778	0.06857072120868213	0.44933143036059564	0.7274240119458956	-1.1108379069327228	2.009500767653914	0.5466886768164683	0.6309373218689387	-0.9038945384944147	1.802557399215606	0.48806194709374917	0.5439560439560439	14	1820	
author_annotated::author_both::threshold20	delta_ct_logit_epi	17	4	13	-0.10492798951794588	0.03875878104265618	-0.14368677056060206	0.3627706424792342	-0.9169140916153937	0.6295405504941896	0.6976218478998855	0.46022917170921535	-1.124642029453561	0.837268488332357	0.7591811815940084	0.6899159663865546	15	2380	
author_annotated::author_both::threshold20	delta_ct_logit_all	17	4	13	1.2411217502379979	-0.1861691900364422	1.42729094027444	0.5334118657647559	0.2903504613939589	2.564231419154921	0.017277282412437114	0.3389392387402444	0.7048590538891697	2.14972282665971	0.0007558438465014848	0.015126050420168067	15	2380	
author_annotated::author_both::threshold20	delta_ct_state_score	14	4	10	2.1537879034295395	-0.6321564143054915	2.785944317735031	0.7221071609176167	1.2126079711331497	4.359280664336913	0.002276566238502747	0.8090298705586175	1.023219656177898	4.548668979292164	0.004862405871890839	0.002997002997002997	12	1001	
author_annotated::author_both::threshold20	delta_epi_score	17	4	13	1.4290269181538298	-0.1243449923586354	1.5533719105124653	0.951687588170379	-0.4751021668081683	3.581845987833099	0.12344216493247884	0.6344901174284221	0.2009882380574861	2.905755582967444	0.027136041140338244	0.12563025210084033	15	2380	
author_annotated::author_both::threshold20	composition_contribution	14	4	10	-0.08131191282655553	-0.006334514945476932	-0.0749773978810786	0.3022829912168528	-0.7335954573345437	0.5836406615723865	0.808299271878394	0.2448687362820543	-0.6085005420768197	0.4585457463146625	0.7647040764506776	0.8161838161838162	12	1001	
