branch	metric	n	remission	nonremission	mean_remission	mean_nonremission	estimate	se	lower	upper	p_OLS	se_HC3	lower_HC3	upper_HC3	p_HC3	p_exact_permutation	df	permutation_assignments
joint_primary_site_then_patient_set	delta_ct_logit_epi	16	6	10	-0.2326101036465407	-0.029393269307708914	-0.20321683433883178	0.28878527401058773	-0.8225996457034357	0.4161659770257722	0.493161058952715	0.3313257994721841	-0.9138399984104959	0.5074063297328324	0.5494843249946816	0.4872627372627373	14	8008
joint_primary_site_then_patient_set	delta_ct_state_score	16	6	10	1.7682529633038904	-0.7880342525793814	2.556287215883272	0.6009176020630962	1.2674471424428548	3.845127289323689	0.0008019419302361891	0.638053286160417	1.1877990215442003	3.9247754102223436	0.0012996756044911313	0.0004995004995004995	14	8008
joint_primary_site_then_patient_set	composition_contribution	16	6	10	-0.10767547275260365	0.03376339035454952	-0.14143886310715317	0.1828057314964545	-0.5335181624958252	0.2506404362815188	0.45196931226948667	0.16733530858862966	-0.5003374053866638	0.2174596791723575	0.41218859502336325	0.46403596403596403	14	8008
joint_primary_site_then_patient_set	within_state_contribution	16	6	10	0.6905227643292752	-0.7926256292303033	1.4831483935595786	0.5234064348970758	0.3605532396218136	2.605743547497344	0.013271044505963276	0.4892601783689928	0.4337896760654725	2.5325071110536848	0.008974772811270194	0.01560939060939061	14	8008
