set	contrast	estimate	se	lower	upper	p
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Placebo_response_difference	-0.0838759707306582	0.075365027088791	-0.240606124472785	0.0728541830114682	0.27831650778385
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	golimumab_within_change	-0.0864512938595596	0.0339487773928815	-0.155012240700878	-0.0178903470182414	0.0147319077121442
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	golimumab_response_difference	-0.0849456712309506	0.0681423516677674	-0.222666501224271	0.0527751587623698	0.219798261378713
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GLM_minus_Placebo	-0.0472177635907872	0.0495473229051716	-0.146511292049012	0.0520757648674373	0.344765365163173
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	pooled_response_arm_adjusted	-0.0845856758702752	0.0513322401839878	-0.187197361903583	0.0180260101630325	0.104451335544988
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	arm_response_interaction	-0.00106970050029229	0.109520540155728	-0.22006955563707	0.217930154636486	0.992238961292952
HALLMARK_ESTROGEN_RESPONSE_EARLY	Placebo_within_change	0.0537093027548053	0.0232726967552662	0.00544468373656146	0.101973921773049	0.0307946427789533
HALLMARK_ESTROGEN_RESPONSE_EARLY	Placebo_response_difference	0.00153707289975203	0.0500121873798204	-0.102468964380437	0.105543110179942	0.975771929270419
HALLMARK_ESTROGEN_RESPONSE_EARLY	golimumab_within_change	0.0180031447873228	0.0172387486924048	-0.0168112144761314	0.052817504050777	0.302445882713422
HALLMARK_ESTROGEN_RESPONSE_EARLY	golimumab_response_difference	0.0369895482826523	0.0347792072365755	-0.0333018515575523	0.107280948122857	0.293909712393964
HALLMARK_ESTROGEN_RESPONSE_EARLY	GLM_minus_Placebo	-0.0357061579674825	0.0289619210471692	-0.0940233396213918	0.0226110236864268	0.223968120309756
