branch	metric	n	remission	nonremission	mean_remission	mean_nonremission	estimate	se	lower	upper	p_OLS	se_HC3	lower_HC3	upper_HC3	p_HC3	p_exact_permutation	BH_two_main
author_annotated::author_both::threshold10	delta_ct_state_score	16	4	12	2.15378790342954	-0.0521174566109622	2.2059053600405	1.14440123105831	-0.248591165970099	4.6604018860511	0.0744473000182682	0.95201441260802	0.164037521172933	4.24777319890807	0.0361581148161969	0.078021978021978	NA
author_annotated::author_both::threshold10	delta_epi_score	17	4	13	1.42902691815383	-0.124344992358635	1.55337191051247	0.951687588170379	-0.475102166808167	3.5818459878331	0.123442164932479	0.634490117428422	0.200988238057487	2.90575558296744	0.0271360411403383	0.12563025210084	NA
author_annotated::author_both::threshold10	composition_contribution	16	4	12	-0.0813119128265555	0.107370248257321	-0.188682161083877	0.246433191659605	-0.717228790016495	0.339864467848741	0.456598192589491	0.207948372648353	-0.634687062514235	0.257322740346481	0.379574385127598	0.453846153846154	NA
author_annotated::author_both::threshold10	within_state_contribution	16	4	12	0.599214064395833	-0.0387995270486395	0.638013591444473	0.665099905915854	-0.788483832899235	2.06451101578818	0.353695184259783	0.575469621590579	-0.596245992244098	1.87227317513304	0.28624985201496	0.351098901098901	NA
author_annotated::author_both::threshold10	total_epi_linear_change	16	4	12	0.517902151569278	0.0685707212086821	0.449331430360596	0.727424011945895	-1.11083790693272	2.00950076765391	0.546688676816468	0.630937321868939	-0.903894538494415	1.80255739921561	0.488061947093749	0.543956043956044	NA
author_annotated::all_fixed::threshold20	delta_ct_logit_epi	19	6	13	-0.138807096013115	0.0494265088163854	-0.188233604829501	0.268984910306025	-0.75574215879525	0.379274949136249	0.493522579959731	0.299240074941032	-0.819574976452098	0.443107766793097	0.537685453440656	0.490269792127377	NA
author_annotated::all_fixed::threshold20	delta_ct_logit_all	19	6	13	0.641160114701904	-0.213685548462615	0.854845663164519	0.473906372723356	-0.145009384441699	1.85470071077074	0.0890078963268678	0.511777686800761	-0.224910872835226	1.93460219916426	0.113158172123674	0.0896358543417367	NA
author_annotated::all_fixed::threshold20	delta_ct_state_score	16	6	10	1.76825296330389	-0.788034252579381	2.55628721588327	0.600917602063096	1.26744714244285	3.84512728932369	0.00080194193023619	0.638053286160417	1.1877990215442	3.92477541022234	0.00129967560449113	0.0004995004995005	NA
author_annotated::all_fixed::threshold20	delta_epi_score	19	6	13	1.18794679901817	-0.165930470759807	1.35387726977798	0.764696675430682	-0.259491688363022	2.96724622791898	0.0945768444746323	0.588132304777726	0.113026571330918	2.59472796822504	0.0342503819736928	0.0944641014300457	NA
author_annotated::all_fixed::threshold20	composition_contribution	16	6	10	-0.107675472752604	0.0337633903545496	-0.141438863107153	0.182805731496455	-0.533518162495825	0.250640436281519	0.451969312269486	0.16733530858863	-0.500337405386664	0.217459679172357	0.412188595023362	0.464035964035964	NA
author_annotated::all_fixed::threshold20	within_state_contribution	16	6	10	0.690522764329275	-0.792625629230303	1.48314839355958	0.523406434897076	0.360553239621814	2.60574354749734	0.0132710445059633	0.489260178368993	0.433789676065473	2.53250711105369	0.00897477281127019	0.0156093906093906	NA
author_annotated::all_fixed::threshold20	total_epi_linear_change	16	6	10	0.582847291576672	-0.758862238875754	1.34170953045243	0.603636858830438	0.047037231296384	2.63638182960847	0.0432182340359225	0.556124065187201	0.148942038608183	2.53447702229667	0.0301320030073897	0.0447052947052947	NA
author_annotated::v31_only::threshold20	delta_ct_logit_epi	15	6	9	-0.138807096013115	0.0817992248723403	-0.220606320885455	0.275841660321678	-0.816525997991064	0.375313356220153	0.438221710070467	0.309535526934566	-0.889317171336585	0.448104529565674	0.488626475372976	0.433966033966034	NA
author_annotated::v31_only::threshold20	delta_ct_logit_all	15	6	9	0.641160114701904	-0.155331434304955	0.796491549006859	0.542427537423976	-0.375351901246197	1.96833499925991	0.165777386295221	0.572736665880578	-0.440830792368544	2.03381389038226	0.187671304875489	0.166633366633367	NA
author_annotated::v31_only::threshold20	delta_ct_state_score	13	6	7	1.76825296330389	-0.991319881912608	2.7595728452165	0.68002097132496	1.26285677877916	4.25628891165384	0.00188940248739978	0.730060440140291	1.15272065049775	4.36642503993525	0.00304747957701782	0.00116550116550117	NA
author_annotated::v31_only::threshold20	delta_epi_score	15	6	9	1.18794679901817	-0.182981375937653	1.37092817495582	0.869217551102723	-0.506902178093844	3.24875852800549	0.138764301367564	0.773674361765575	-0.300493666511378	3.04235001642303	0.0998213174276798	0.138861138861139	NA
author_annotated::v31_only::threshold20	composition_contribution	13	6	7	-0.107675472752604	-0.0285322950429535	-0.0791431777096501	0.202199254124571	-0.524180735419429	0.365894380000129	0.702968499334597	0.207757118083461	-0.536413511514753	0.378127156095453	0.710501658137426	0.717365967365967	NA
author_annotated::v31_only::threshold20	within_state_contribution	13	6	7	0.690522764329275	-0.864085416590597	1.55460818091987	0.595256635723104	0.244457159247245	2.8647592025925	0.0241857742292096	0.614090143812758	0.203004887429451	2.90621147441029	0.0278956884432958	0.032051282051282	NA
