scope	variable	n_remission	n_nonremission	mean_remission	sd_remission	mean_nonremission	sd_nonremission	mean_difference	welch_t	welch_df	welch_p
all_fixed	pre_ct_state_score	6	10	6.166256369092388	1.4265967972222753	8.208745834399666	1.0521617057044053	-2.042489465307278	-3.045099082666193	8.304862724458571	0.015254383907074707
all_fixed	post_ct_state_score	6	10	7.9345093323962805	1.3004538725345838	7.420711581820283	0.9816991390152832	0.5137977505759972	0.8354305764263508	8.454574247730775	0.4264527764971349
all_fixed	delta_ct_state_score	6	10	1.768252963303891	1.1187612146186683	-0.7880342525793804	1.1878888770494884	2.5562872158832715	4.322690153590456	11.204090905635338	0.0011593076158670907
v31_only	pre_ct_state_score	6	7	6.166256369092388	1.4265967972222753	8.295781274298916	0.8332931806695236	-2.1295249052065275	-3.216257578503487	7.796431574625771	0.012737257277455893
v31_only	post_ct_state_score	6	7	7.9345093323962805	1.3004538725345838	7.3044613923863055	1.031631996772507	0.630047940009975	0.9564850414694236	9.536544947767087	0.36244506270246124
v31_only	delta_ct_state_score	6	7	1.768252963303891	1.1187612146186683	-0.9913198819126073	1.3022970057344687	2.7595728452164985	4.10968025739783	10.997084057108308	0.0017316754604508743
author_both	pre_ct_state_score	4	10	5.358141865749083	0.16732407646401212	8.20992051385095	1.0926600716835806	-2.8517786481018668	-8.021573356268108	9.98325607844086	1.1618737786695508e-05
author_both	post_ct_state_score	4	10	7.511929769178623	1.2696822046439835	7.577764099545455	1.1282816961714965	-0.0658343303668314	-0.0904026782395842	5.027326242305465	0.9314586617591752
author_both	delta_ct_state_score	4	10	2.1537879034295404	1.2100099136055038	-0.6321564143054913	1.2240882362125864	2.785944317735032	3.878843094571644	5.643654738569285	0.00921654721683846
