Package	Version	LibPath
purrr	1.2.2	/usr/local/lib/R/site-library
qpdf	1.4.1	/usr/local/lib/R/site-library
quadprog	1.5-8	/usr/local/lib/R/site-library
quantiseqr	1.8.0	/usr/local/lib/R/site-library
quantmod	0.4.28	/usr/local/lib/R/site-library
quantreg	6.1	/usr/local/lib/R/site-library
qvalue	2.34.0	/usr/local/lib/R/site-library
R.methodsS3	1.8.2	/usr/local/lib/R/site-library
R.oo	1.27.1	/usr/local/lib/R/site-library
R.utils	2.13.0	/usr/local/lib/R/site-library
R6	2.6.1	/usr/local/lib/R/site-library
RadialMR	1.2.2	/usr/local/lib/R/site-library
ragg	1.5.2	/usr/local/lib/R/site-library
randomForest	4.7-1.2	/usr/local/lib/R/site-library
ranger	0.18.0	/usr/local/lib/R/site-library
RANN	2.6.2	/usr/local/lib/R/site-library
rappdirs	0.3.4	/usr/local/lib/R/site-library
rARPACK	0.11-0	/usr/local/lib/R/site-library
rbibutils	2.4.1	/usr/local/lib/R/site-library
rcmdcheck	1.4.0	/usr/local/lib/R/site-library
RColorBrewer	1.1-3	/usr/local/lib/R/site-library
Rcpp	1.1.1	/usr/local/lib/R/site-library
RcppAnnoy	0.0.23	/usr/local/lib/R/site-library
RcppArmadillo	15.2.4-1	/usr/local/lib/R/site-library
RcppDist	0.1.1.1	/usr/local/lib/R/site-library
RcppEigen	0.3.4.0.2	/usr/local/lib/R/site-library
RcppHNSW	0.6.0	/usr/local/lib/R/site-library
RcppML	0.3.7.1	/usr/local/lib/R/site-library
RcppParallel	5.1.11-2	/usr/local/lib/R/site-library
RcppProgress	0.4.2	/usr/local/lib/R/site-library
RcppTOML	0.2.3	/usr/local/lib/R/site-library
RCurl	1.98-1.18	/usr/local/lib/R/site-library
Rdpack	2.6.6	/usr/local/lib/R/site-library
reactome.db	1.86.2	/usr/local/lib/R/site-library
ReactomePA	1.46.0	/usr/local/lib/R/site-library
readr	2.2.0	/usr/local/lib/R/site-library
readxl	1.4.5	/usr/local/lib/R/site-library
recipes	1.3.2	/usr/local/lib/R/site-library
reformulas	0.4.4	/usr/local/lib/R/site-library
registry	0.5-1	/usr/local/lib/R/site-library
rematch	2.0.0	/usr/local/lib/R/site-library
rematch2	2.1.2	/usr/local/lib/R/site-library
remotes	2.5.0	/usr/local/lib/R/site-library
rentrez	1.2.4	/usr/local/lib/R/site-library
renv	1.2.1	/usr/local/lib/R/site-library
reprex	2.1.1	/usr/local/lib/R/site-library
reshape	0.8.10	/usr/local/lib/R/site-library
reshape2	1.4.5	/usr/local/lib/R/site-library
ResidualMatrix	1.12.0	/usr/local/lib/R/site-library
restfulr	0.0.16	/usr/local/lib/R/site-library
reticulate	1.46.0	/usr/local/lib/R/site-library
rex	1.2.2	/usr/local/lib/R/site-library
Rfast	2.1.5.2	/usr/local/lib/R/site-library
rhdf5	2.46.1	/usr/local/lib/R/site-library
rhdf5filters	1.14.1	/usr/local/lib/R/site-library
Rhdf5lib	1.24.2	/usr/local/lib/R/site-library
RhpcBLASctl	0.23-42	/usr/local/lib/R/site-library
Rhtslib	2.4.1	/usr/local/lib/R/site-library
ridge	3.3	/usr/local/lib/R/site-library
rjags	4-17	/usr/local/lib/R/site-library
rjson	0.2.23	/usr/local/lib/R/site-library
rlang	1.2.0	/usr/local/lib/R/site-library
rlist	0.4.6.2	/usr/local/lib/R/site-library
rmarkdown	2.31	/usr/local/lib/R/site-library
Rmpfr	1.1-2	/usr/local/lib/R/site-library
rngtools	1.5.2	/usr/local/lib/R/site-library
robustbase	0.99-7	/usr/local/lib/R/site-library
ROC	1.78.0	/usr/local/lib/R/site-library
ROCR	1.0-12	/usr/local/lib/R/site-library
rootSolve	1.8.2.4	/usr/local/lib/R/site-library
roxygen2	7.3.3	/usr/local/lib/R/site-library
RPMM	1.25	/usr/local/lib/R/site-library
rprojroot	2.1.1	/usr/local/lib/R/site-library
rsample	1.3.2	/usr/local/lib/R/site-library
Rsamtools	2.18.0	/usr/local/lib/R/site-library
RSpectra	0.16-2	/usr/local/lib/R/site-library
RSQLite	2.4.6	/usr/local/lib/R/site-library
rstatix	0.7.3	/usr/local/lib/R/site-library
rstudioapi	0.18.0	/usr/local/lib/R/site-library
rsvd	1.0.5	/usr/local/lib/R/site-library
rtracklayer	1.62.0	/usr/local/lib/R/site-library
Rtsne	0.17	/usr/local/lib/R/site-library
ruv	0.9.7.1	/usr/local/lib/R/site-library
rversions	3.0.0	/usr/local/lib/R/site-library
rvest	1.0.5	/usr/local/lib/R/site-library
s2	1.1.9	/usr/local/lib/R/site-library
S4Arrays	1.2.1	/usr/local/lib/R/site-library
S4Vectors	0.40.2	/usr/local/lib/R/site-library
S7	0.2.1	/usr/local/lib/R/site-library
sandwich	3.1-1	/usr/local/lib/R/site-library
sass	0.4.10	/usr/local/lib/R/site-library
ScaledMatrix	1.10.0	/usr/local/lib/R/site-library
scales	1.4.0	/usr/local/lib/R/site-library
scater	1.30.1	/usr/local/lib/R/site-library
scattermore	1.2	/usr/local/lib/R/site-library
scatterpie	0.2.6	/usr/local/lib/R/site-library
scatterplot3d	0.3-45	/usr/local/lib/R/site-library
SCopeLoomR	0.13.0	/usr/local/lib/R/site-library
scran	1.30.2	/usr/local/lib/R/site-library
scrime	1.3.7	/usr/local/lib/R/site-library
sctransform	0.4.3	/usr/local/lib/R/site-library
scuttle	1.12.0	/usr/local/lib/R/site-library
see	0.13.0	/usr/local/lib/R/site-library
segmented	2.2-1	/usr/local/lib/R/site-library
selectr	0.5-1	/usr/local/lib/R/site-library
sesame	1.20.0	/usr/local/lib/R/site-library
sesameData	1.20.0	/usr/local/lib/R/site-library
sessioninfo	1.2.3	/usr/local/lib/R/site-library
Seurat	5.4.0	/usr/local/lib/R/site-library
SeuratObject	5.4.0	/usr/local/lib/R/site-library
SeuratWrappers	0.4.0	/usr/local/lib/R/site-library
sf	1.1-0	/usr/local/lib/R/site-library
shadowtext	0.1.6	/usr/local/lib/R/site-library
shape	1.4.6.1	/usr/local/lib/R/site-library
shiny	1.13.0	/usr/local/lib/R/site-library
shinythemes	1.2.0	/usr/local/lib/R/site-library
siggenes	1.76.0	/usr/local/lib/R/site-library
signatureSearch	1.16.0	/usr/local/lib/R/site-library
signatureSearchData	1.16.0	/usr/local/lib/R/site-library
SingleCellExperiment	1.24.0	/usr/local/lib/R/site-library
SingleR	2.4.1	/usr/local/lib/R/site-library
singscore	1.22.0	/usr/local/lib/R/site-library
sitmo	2.0.2	/usr/local/lib/R/site-library
slam	0.1-55	/usr/local/lib/R/site-library
slider	0.3.3	/usr/local/lib/R/site-library
slingshot	2.7.0	/usr/local/lib/R/site-library
smoof	1.7.0	/usr/local/lib/R/site-library
sna	2.8	/usr/local/lib/R/site-library
SNFtool	2.3.1	/usr/local/lib/R/site-library
snow	0.4-4	/usr/local/lib/R/site-library
sourcetools	0.1.7-2	/usr/local/lib/R/site-library
sp	2.2-1	/usr/local/lib/R/site-library
spacexr	2.2.1	/usr/local/lib/R/site-library
spam	2.11-3	/usr/local/lib/R/site-library
sparcl	1.0.4	/usr/local/lib/R/site-library
SparseArray	1.2.4	/usr/local/lib/R/site-library
SparseM	1.84-2	/usr/local/lib/R/site-library
sparseMatrixStats	1.14.0	/usr/local/lib/R/site-library
sparsevctrs	0.3.6	/usr/local/lib/R/site-library
spatstat.data	3.1-9	/usr/local/lib/R/site-library
spatstat.explore	3.8-0	/usr/local/lib/R/site-library
spatstat.geom	3.7-3	/usr/local/lib/R/site-library
spatstat.random	3.4-5	/usr/local/lib/R/site-library
spatstat.sparse	3.1-0	/usr/local/lib/R/site-library
spatstat.univar	3.1-7	/usr/local/lib/R/site-library
spatstat.utils	3.2-2	/usr/local/lib/R/site-library
spData	2.3.4	/usr/local/lib/R/site-library
spdep	1.4-2	/usr/local/lib/R/site-library
speedglm	0.3-5	/usr/local/lib/R/site-library
sqldf	0.4-12	/usr/local/lib/R/site-library
SQUAREM	2026.1	/usr/local/lib/R/site-library
statmod	1.5.1	/usr/local/lib/R/site-library
statnet.common	4.13.0	/usr/local/lib/R/site-library
STRINGdb	2.14.3	/usr/local/lib/R/site-library
stringi	1.8.7	/usr/local/lib/R/site-library
stringr	1.6.0	/usr/local/lib/R/site-library
SummarizedExperiment	1.32.0	/usr/local/lib/R/site-library
survey	4.5	/usr/local/lib/R/site-library
survminer	0.5.2	/usr/local/lib/R/site-library
susieR	0.14.2	/usr/local/lib/R/site-library
sva	3.50.0	/usr/local/lib/R/site-library
svd	0.5.8	/usr/local/lib/R/site-library
svglite	2.2.2	/usr/local/lib/R/site-library
sys	3.4.3	/usr/local/lib/R/site-library
systemfonts	1.3.2	/usr/local/lib/R/site-library
tableone	0.13.2	/usr/local/lib/R/site-library
TCGAbiolinks	2.30.4	/usr/local/lib/R/site-library
TCGAbiolinksGUI.data	1.22.0	/usr/local/lib/R/site-library
tensor	1.5.1	/usr/local/lib/R/site-library
testit	0.17	/usr/local/lib/R/site-library
testthat	3.3.2	/usr/local/lib/R/site-library
textshaping	1.0.5	/usr/local/lib/R/site-library
TH.data	1.1-5	/usr/local/lib/R/site-library
tibble	3.3.1	/usr/local/lib/R/site-library
tidydr	0.0.6	/usr/local/lib/R/site-library
tidyestimate	1.1.1	/usr/local/lib/R/site-library
tidygraph	1.3.1	/usr/local/lib/R/site-library
tidyr	1.3.2	/usr/local/lib/R/site-library
tidyselect	1.2.1	/usr/local/lib/R/site-library
tidytree	0.4.7	/usr/local/lib/R/site-library
tidyverse	2.0.0	/usr/local/lib/R/site-library
timechange	0.4.0	/usr/local/lib/R/site-library
timeDate	4052.112	/usr/local/lib/R/site-library
timereg	2.0.7	/usr/local/lib/R/site-library
tinytex	0.59	/usr/local/lib/R/site-library
TrajectoryUtils	1.8.0	/usr/local/lib/R/site-library
treeio	1.35.0	/usr/local/lib/R/site-library
TTR	0.24.4	/usr/local/lib/R/site-library
tweenr	2.0.3	/usr/local/lib/R/site-library
TwoSampleMR	0.7.4	/usr/local/lib/R/site-library
TxDb.Hsapiens.UCSC.hg19.knownGene	3.2.2	/usr/local/lib/R/site-library
TxDb.Hsapiens.UCSC.hg38.knownGene	3.18.0	/usr/local/lib/R/site-library
tzdb	0.5.0	/usr/local/lib/R/site-library
UCell	2.6.2	/usr/local/lib/R/site-library
units	1.0-1	/usr/local/lib/R/site-library
urca	1.3-4	/usr/local/lib/R/site-library
urlchecker	1.0.1	/usr/local/lib/R/site-library
usethis	3.2.1	/usr/local/lib/R/site-library
utf8	1.2.6	/usr/local/lib/R/site-library
uuid	1.2-2	/usr/local/lib/R/site-library
uwot	0.2.4	/usr/local/lib/R/site-library
V8	8.1.0	/usr/local/lib/R/site-library
VariantAnnotation	1.48.1	/usr/local/lib/R/site-library
vctrs	0.7.3	/usr/local/lib/R/site-library
vegan	2.7-3	/usr/local/lib/R/site-library
venn	1.13	/usr/local/lib/R/site-library
vipor	0.4.7	/usr/local/lib/R/site-library
viridis	0.6.5	/usr/local/lib/R/site-library
viridisLite	0.4.3	/usr/local/lib/R/site-library
visNetwork	2.1.4	/usr/local/lib/R/site-library
vroom	1.7.1	/usr/local/lib/R/site-library
waldo	0.6.2	/usr/local/lib/R/site-library
warp	0.2.3	/usr/local/lib/R/site-library
wateRmelon	2.8.0	/usr/local/lib/R/site-library
webfakes	1.4.1	/usr/local/lib/R/site-library
webshot2	0.1.2	/usr/local/lib/R/site-library
websocket	1.4.4	/usr/local/lib/R/site-library
WGCNA	1.74	/usr/local/lib/R/site-library
wheatmap	0.2.0	/usr/local/lib/R/site-library
whisker	0.4.1	/usr/local/lib/R/site-library
withr	3.0.2	/usr/local/lib/R/site-library
wk	0.9.5	/usr/local/lib/R/site-library
xCell	1.1.0	/usr/local/lib/R/site-library
xfun	0.57	/usr/local/lib/R/site-library
xgboost	3.2.1.1	/usr/local/lib/R/site-library
XML	3.99-0.23	/usr/local/lib/R/site-library
xml2	1.5.2	/usr/local/lib/R/site-library
xopen	1.0.1	/usr/local/lib/R/site-library
xtable	1.8-8	/usr/local/lib/R/site-library
xts	0.14.2	/usr/local/lib/R/site-library
XVector	0.42.0	/usr/local/lib/R/site-library
yaml	2.3.12	/usr/local/lib/R/site-library
yulab.utils	0.2.4	/usr/local/lib/R/site-library
zigg	0.0.2	/usr/local/lib/R/site-library
zip	2.3.3	/usr/local/lib/R/site-library
zlibbioc	1.48.2	/usr/local/lib/R/site-library
zoo	1.8-15	/usr/local/lib/R/site-library
base	4.3.3	/usr/lib/R/library
boot	1.3-32	/usr/lib/R/library
class	7.3-23	/usr/lib/R/library
cluster	2.1.8.2	/usr/lib/R/library
codetools	0.2-20	/usr/lib/R/library
compiler	4.3.3	/usr/lib/R/library
datasets	4.3.3	/usr/lib/R/library
foreign	0.8-91	/usr/lib/R/library
graphics	4.3.3	/usr/lib/R/library
grDevices	4.3.3	/usr/lib/R/library
grid	4.3.3	/usr/lib/R/library
KernSmooth	2.23-26	/usr/lib/R/library
lattice	0.22-9	/usr/lib/R/library
MASS	7.3-60.0.1	/usr/lib/R/library
Matrix	1.6-5	/usr/lib/R/library
methods	4.3.3	/usr/lib/R/library
mgcv	1.9-1	/usr/lib/R/library
nlme	3.1-169	/usr/lib/R/library
nnet	7.3-20	/usr/lib/R/library
parallel	4.3.3	/usr/lib/R/library
rpart	4.1.27	/usr/lib/R/library
spatial	7.3-18	/usr/lib/R/library
splines	4.3.3	/usr/lib/R/library
stats	4.3.3	/usr/lib/R/library
stats4	4.3.3	/usr/lib/R/library
survival	3.8-6	/usr/lib/R/library
tcltk	4.3.3	/usr/lib/R/library
tools	4.3.3	/usr/lib/R/library
utils	4.3.3	/usr/lib/R/library
